Message,Label
Win $1000 now! Click the link to claim your prize: http://winbig.com #20,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #25,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #29,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #42,ham
"Hey, are you free for lunch tomorrow? #47",ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #15,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #29,spam
Your package has been delivered. Thank you for shopping with us! #25,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #26,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #44,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #44,spam
Exclusive deal just for you! Subscribe to our service and save big. #41,spam
Can you send me the notes from yesterday's meeting? #25,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #43,spam
"Hey, are you free for lunch tomorrow? #7",ham
Library notice: Your book loan is due in 2 days. Please return or renew. #10,ham
"Hey, are you free for lunch tomorrow? #25",ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #17,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #25,spam
Act now and save 70% on your car insurance. Offer expires today! #16,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #10,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #7,ham
Exclusive deal just for you! Subscribe to our service and save big. #21,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #24",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #22,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #31,spam
Electricity bill payment received. Thank you! #25,ham
Don't forget to pick up groceries on your way home. #21,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #44,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #42,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #18,ham
Exclusive deal just for you! Subscribe to our service and save big. #12,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #32,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #47,spam
Exclusive deal just for you! Subscribe to our service and save big. #6,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #26,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #24,spam
Don't forget to pick up groceries on your way home. #48,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #39,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #28,spam
Electricity bill payment received. Thank you! #10,ham
Electricity bill payment received. Thank you! #20,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #39,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #0,spam
Your Amazon order has been shipped and will arrive soon. #47,ham
Your package has been delivered. Thank you for shopping with us! #38,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #0,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #21,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #47,ham
Act now and save 70% on your car insurance. Offer expires today! #12,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #17,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #9,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #37,spam
Exclusive deal just for you! Subscribe to our service and save big. #29,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #32,spam
Act now and save 70% on your car insurance. Offer expires today! #19,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #47,spam
Your Amazon order has been shipped and will arrive soon. #17,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #27",ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #35,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #38,spam
Your package has been delivered. Thank you for shopping with us! #32,ham
Your package has been delivered. Thank you for shopping with us! #11,ham
Exclusive deal just for you! Subscribe to our service and save big. #40,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #21,spam
Your Amazon order has been shipped and will arrive soon. #33,ham
Exclusive deal just for you! Subscribe to our service and save big. #36,spam
Your package has been delivered. Thank you for shopping with us! #44,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #41,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #40,ham
Your Amazon order has been shipped and will arrive soon. #45,ham
Your package has been delivered. Thank you for shopping with us! #21,ham
Your Amazon order has been shipped and will arrive soon. #10,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #14,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #25,spam
Your package has been delivered. Thank you for shopping with us! #47,ham
Can you send me the notes from yesterday's meeting? #10,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #43,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #6,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #33,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #7,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #7,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #25,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #46,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #15,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #40,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #32,ham
Act now and save 70% on your car insurance. Offer expires today! #42,spam
Don't forget to pick up groceries on your way home. #33,ham
Your package has been delivered. Thank you for shopping with us! #36,ham
Exclusive deal just for you! Subscribe to our service and save big. #37,spam
Exclusive deal just for you! Subscribe to our service and save big. #48,spam
Can you send me the notes from yesterday's meeting? #0,ham
Exclusive deal just for you! Subscribe to our service and save big. #24,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #1",ham
Don't forget to pick up groceries on your way home. #38,ham
Exclusive deal just for you! Subscribe to our service and save big. #15,spam
Act now and save 70% on your car insurance. Offer expires today! #4,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #2,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #42,spam
Can you send me the notes from yesterday's meeting? #33,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #28",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #26,spam
Exclusive deal just for you! Subscribe to our service and save big. #47,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #23",ham
Electricity bill payment received. Thank you! #2,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #34,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #3,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #49,spam
Exclusive deal just for you! Subscribe to our service and save big. #1,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #46",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #33,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #46,spam
Can you send me the notes from yesterday's meeting? #19,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #15,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #40,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #44,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #8,ham
Can you send me the notes from yesterday's meeting? #29,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #41,spam
Can you send me the notes from yesterday's meeting? #15,ham
Exclusive deal just for you! Subscribe to our service and save big. #46,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #7",ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #1,spam
Can you send me the notes from yesterday's meeting? #40,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #5,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #45,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #30",ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #44,spam
"Hey, are you free for lunch tomorrow? #45",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #49,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #23,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #49,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #30,spam
Don't forget to pick up groceries on your way home. #36,ham
Exclusive deal just for you! Subscribe to our service and save big. #23,spam
Act now and save 70% on your car insurance. Offer expires today! #46,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #15",ham
Your package has been delivered. Thank you for shopping with us! #9,ham
Library notice: Your book loan is due in 2 days. Please return or renew. #14,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #32,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #21,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #32,spam
Your Amazon order has been shipped and will arrive soon. #20,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #48,spam
Don't forget to pick up groceries on your way home. #27,ham
Library notice: Your book loan is due in 2 days. Please return or renew. #11,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #15,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #34,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #48,spam
Your package has been delivered. Thank you for shopping with us! #23,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #30,spam
Don't forget to pick up groceries on your way home. #1,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #20,ham
Don't forget to pick up groceries on your way home. #43,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #16,spam
Your package has been delivered. Thank you for shopping with us! #26,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #40,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #29,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #24,spam
Can you send me the notes from yesterday's meeting? #36,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #11",ham
Your package has been delivered. Thank you for shopping with us! #29,ham
Exclusive deal just for you! Subscribe to our service and save big. #0,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #34,ham
Electricity bill payment received. Thank you! #12,ham
Your package has been delivered. Thank you for shopping with us! #34,ham
Exclusive deal just for you! Subscribe to our service and save big. #27,spam
"Hey, are you free for lunch tomorrow? #37",ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #22,spam
"Hey, are you free for lunch tomorrow? #0",ham
Exclusive deal just for you! Subscribe to our service and save big. #20,spam
Don't forget to pick up groceries on your way home. #25,ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #11,ham
Exclusive deal just for you! Subscribe to our service and save big. #14,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #4",ham
"Hi John, please confirm your appointment for Monday at 10 AM. #3",ham
Your Amazon order has been shipped and will arrive soon. #38,ham
Don't forget to pick up groceries on your way home. #18,ham
Can you send me the notes from yesterday's meeting? #8,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #7,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #16,spam
"Hey, are you free for lunch tomorrow? #44",ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #9,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #33,ham
"Hey, are you free for lunch tomorrow? #3",ham
Meeting rescheduled to 3 PM. Let me know if it works for you. #21,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #24,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #33,spam
Your package has been delivered. Thank you for shopping with us! #7,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #15,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #13,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #48",ham
Act now and save 70% on your car insurance. Offer expires today! #3,spam
Can you send me the notes from yesterday's meeting? #38,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #41,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #32,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #6,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #23,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #10,spam
Don't forget to pick up groceries on your way home. #22,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #49",ham
Library notice: Your book loan is due in 2 days. Please return or renew. #15,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #6",ham
Electricity bill payment received. Thank you! #41,ham
Can you send me the notes from yesterday's meeting? #21,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #22,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #32,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #30,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #12,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #37,spam
Electricity bill payment received. Thank you! #9,ham
Exclusive deal just for you! Subscribe to our service and save big. #39,spam
"Hey, are you free for lunch tomorrow? #5",ham
Your package has been delivered. Thank you for shopping with us! #42,ham
Your package has been delivered. Thank you for shopping with us! #31,ham
Electricity bill payment received. Thank you! #24,ham
"Hey, are you free for lunch tomorrow? #49",ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #7,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #2,spam
"Hey, are you free for lunch tomorrow? #2",ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #40,spam
Your Amazon order has been shipped and will arrive soon. #40,ham
Exclusive deal just for you! Subscribe to our service and save big. #17,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #13,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #4,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #46,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #36,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #25,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #31,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #41,ham
Electricity bill payment received. Thank you! #1,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #46,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #31,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #38,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #24,spam
Electricity bill payment received. Thank you! #33,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #13",ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #21",ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #24,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #36,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #47,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #5,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #22,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #39,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #39,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #43,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #31,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #8,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #31,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #3,ham
Act now and save 70% on your car insurance. Offer expires today! #18,spam
Exclusive deal just for you! Subscribe to our service and save big. #16,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #48",ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #14,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #40",ham
Your package has been delivered. Thank you for shopping with us! #16,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #32",ham
"Hi John, please confirm your appointment for Monday at 10 AM. #39",ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #42,spam
Exclusive deal just for you! Subscribe to our service and save big. #25,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #22,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #7,spam
Electricity bill payment received. Thank you! #6,ham
"Hey, are you free for lunch tomorrow? #20",ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #12,spam
Act now and save 70% on your car insurance. Offer expires today! #11,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #27",ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #20,spam
Your Amazon order has been shipped and will arrive soon. #30,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #10,spam
Act now and save 70% on your car insurance. Offer expires today! #41,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #47",ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #48,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #11,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #38,spam
"Hey, are you free for lunch tomorrow? #30",ham
Act now and save 70% on your car insurance. Offer expires today! #29,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #15,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #2",ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #0,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #33,spam
Can you send me the notes from yesterday's meeting? #2,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #45,spam
Your Amazon order has been shipped and will arrive soon. #25,ham
Your Amazon order has been shipped and will arrive soon. #21,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #29,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #16,ham
Can you send me the notes from yesterday's meeting? #18,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #20,spam
Electricity bill payment received. Thank you! #45,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #39,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #16,spam
Your Amazon order has been shipped and will arrive soon. #39,ham
"Hi John, please confirm your appointment for Monday at 10 AM. #24",ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #34,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #38,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #13,ham
Your package has been delivered. Thank you for shopping with us! #40,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #28,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #17,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #1,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #4,spam
Can you send me the notes from yesterday's meeting? #23,ham
Can you send me the notes from yesterday's meeting? #12,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #43,spam
Your Amazon order has been shipped and will arrive soon. #24,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #43,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #42,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #12,ham
Electricity bill payment received. Thank you! #27,ham
Don't forget to pick up groceries on your way home. #47,ham
Don't forget to pick up groceries on your way home. #14,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #3,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #9,spam
Your Amazon order has been shipped and will arrive soon. #35,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #41,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #40,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #28,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #49,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #37,spam
Act now and save 70% on your car insurance. Offer expires today! #5,spam
Your package has been delivered. Thank you for shopping with us! #33,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #4,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #31,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #10,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #45,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #44,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #21,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #5",ham
Can you send me the notes from yesterday's meeting? #20,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #2,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #11,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #15",ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #20,spam
Act now and save 70% on your car insurance. Offer expires today! #38,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #19,spam
Exclusive deal just for you! Subscribe to our service and save big. #43,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #37,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #18",ham
"Hi John, please confirm your appointment for Monday at 10 AM. #14",ham
Act now and save 70% on your car insurance. Offer expires today! #0,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #44",ham
Your Amazon order has been shipped and will arrive soon. #1,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #36,spam
Your Amazon order has been shipped and will arrive soon. #7,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #41,spam
Act now and save 70% on your car insurance. Offer expires today! #6,spam
Your package has been delivered. Thank you for shopping with us! #1,ham
Exclusive deal just for you! Subscribe to our service and save big. #35,spam
"Hey, are you free for lunch tomorrow? #29",ham
Electricity bill payment received. Thank you! #17,ham
"Hey, are you free for lunch tomorrow? #21",ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #49",ham
"Hi John, please confirm your appointment for Monday at 10 AM. #25",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #34,spam
Your package has been delivered. Thank you for shopping with us! #46,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #32,spam
Act now and save 70% on your car insurance. Offer expires today! #13,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #4,spam
Can you send me the notes from yesterday's meeting? #34,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #47,spam
Act now and save 70% on your car insurance. Offer expires today! #47,spam
"Hi John, please confirm your appointment for Monday at 10 AM. #31",ham
Electricity bill payment received. Thank you! #8,ham
Your Amazon order has been shipped and will arrive soon. #13,ham
"Hey, are you free for lunch tomorrow? #38",ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #29,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #27,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #7",ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #16",ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #30,spam
"Hey, are you free for lunch tomorrow? #26",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #28,spam
Don't forget to pick up groceries on your way home. #31,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #12,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #16,spam
Can you send me the notes from yesterday's meeting? #7,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #40,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #19,spam
Your Amazon order has been shipped and will arrive soon. #16,ham
Exclusive deal just for you! Subscribe to our service and save big. #42,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #49,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #38,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #41,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #25,spam
Can you send me the notes from yesterday's meeting? #5,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #4,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #14,spam
Don't forget to pick up groceries on your way home. #17,ham
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #3,spam
Don't forget to pick up groceries on your way home. #37,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #24,spam
Don't forget to pick up groceries on your way home. #7,ham
Act now and save 70% on your car insurance. Offer expires today! #1,spam
Your package has been delivered. Thank you for shopping with us! #15,ham
Congratulations! You've been selected for a cash reward. Reply YES to claim. #17,spam
Don't forget to pick up groceries on your way home. #13,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #9",ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #21,spam
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #17,spam
Electricity bill payment received. Thank you! #29,ham
Electricity bill payment received. Thank you! #42,ham
Electricity bill payment received. Thank you! #46,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #27,spam
Can you send me the notes from yesterday's meeting? #26,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #7,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #25,ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #46,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #1,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #18,spam
Can you send me the notes from yesterday's meeting? #27,ham
Electricity bill payment received. Thank you! #21,ham
Act now and save 70% on your car insurance. Offer expires today! #36,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #30,ham
Your Amazon order has been shipped and will arrive soon. #49,ham
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #25,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #2,spam
Your package has been delivered. Thank you for shopping with us! #3,ham
Win $1000 now! Click the link to claim your prize: http://winbig.com #17,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #45",ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #22",ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #21,spam
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #14,spam
Congratulations! You've been selected for a cash reward. Reply YES to claim. #2,spam
Act now and save 70% on your car insurance. Offer expires today! #40,spam
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #7,spam
Flash sale! Get 50% off on all electronics. Shop now: http://bigsale.com #19,spam
Win $1000 now! Click the link to claim your prize: http://winbig.com #44,spam
Library notice: Your book loan is due in 2 days. Please return or renew. #34,ham
Your Amazon order has been shipped and will arrive soon. #26,ham
Exclusive deal just for you! Subscribe to our service and save big. #8,spam
Your package has been delivered. Thank you for shopping with us! #10,ham
Exclusive deal just for you! Subscribe to our service and save big. #31,spam
"Hey, are you free for lunch tomorrow? #33",ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #17,spam
Can you send me the notes from yesterday's meeting? #48,ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #19,spam
Can you send me the notes from yesterday's meeting? #16,ham
Urgent! Your account has been compromised. Verify your details here: http://secure-login.com #4,spam
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #17",ham
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #43,spam
Your bank alert: Unusual login detected. Confirm identity at: http://securebank.com #6,spam
Meeting rescheduled to 3 PM. Let me know if it works for you. #23,ham
Your Amazon order has been shipped and will arrive soon. #27,ham
You’ve won a free vacation to the Bahamas! Call now to claim your spot. #42,spam
Electricity bill payment received. Thank you! #30,ham
"Your flight to New York is confirmed. Departure: 8:30 AM, Gate 12. #42",ham
Get rich quick! Learn how to make $5000 per week from home. Reply NOW. #28,spam
Limited offer! Get a free iPhone 14. Act fast: http://freeiphonepromo.com #8,spam
